Unnamed: 0,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_4057_SNP_1779621-exonerate_est2genome-gene-0.0-mRNA-1,RecName: Full=Mitogen-activated protein kinase kinase kinase 3; AltName: Full=MAPK/ERK kinase kinase 3; Short=MEK kinase 3; Short=MEKK 3,499,20.0,0.0,66.23,40.0,P:GO:0000196; P:GO:0000919; P:GO:0002221; P:GO:0006979; P:GO:0009611; P:GO:0009631; P:GO:0010098; P:GO:0010103; P:GO:0010200; P:GO:0010229; P:GO:0010449; P:GO:0010514; P:GO:0030587; P:GO:0043123; P:GO:0043622; P:GO:0045088; P:GO:0045893; P:GO:0046777; P:GO:0071260; P:GO:0071507; P:GO:0071864; P:GO:0090050; P:GO:1900150; P:GO:1900424; P:GO:1900745; P:GO:1902065; P:GO:2000071; P:GO:2000773; F:GO:0000166; F:GO:0004709; F:GO:0019901; F:GO:0043167; C:GO:0000935; C:GO:0005654; C:GO:0005768; C:GO:0005829; C:GO:0005886; C:GO:0005938; C:GO:0009524; C:GO:0051286,"P:cell wall integrity MAPK cascade; P:cell plate assembly; P:pattern recognition receptor signaling pathway; P:response to oxidative stress; P:response to wounding; P:cold acclimation; P:suspensor development; P:stomatal complex morphogenesis; P:response to chitin; P:inflorescence development; P:root meristem growth; P:induction of conjugation with cellular fusion; P:sorocarp development; P:positive regulation of I-kappaB kinase/NF-kappaB signaling; P:cortical microtubule organization; P:regulation of innate immune response; P:positive regulation of transcription, DNA-templated; P:protein autophosphorylation; P:cellular response to mechanical stimulus; P:pheromone response MAPK cascade; P:positive regulation of cell proliferation in bone marrow; P:positive regulation of cell migration involved in sprouting angiogenesis; P:regulation of defense response to fungus; P:regulation of defense response to bacterium; P:positive regulation of p38MAPK cascade; P:response to L-glutamate; P:regulation of defense response by callose deposition; P:negative regulation of cellular senescence; F:nucleotide binding; F:MAP kinase kinase kinase activity; F:protein kinase binding; F:ion binding; C:division septum; C:nucleoplasm; C:endosome; C:cytosol; C:plasma membrane; C:cell cortex; C:phragmoplast; C:cell tip",EC:2.7.11.25,Mitogen-activated protein kinase kinase kinase,IPR000719 (SMART); G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR48016 (PANTHER); PTHR48016:SF8 (PANTHER); IPR000719 (PROSITE_PROFILES); cd06632 (CDD); IPR011009 (SUPERFAMILY),P:GO:0006468; F:GO:0004672; F:GO:0005524,P:protein phosphorylation; F:protein kinase activity; F:ATP binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-4,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,469,20.0,0.0,57.4,6.0,P:GO:0008299; P:GO:0046283; F:GO:0005515; F:GO:0008194; F:GO:0046527; C:GO:0110165,P:isoprenoid biosynthetic process; P:anthocyanin-containing compound metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:glucosyltransferase activity; C:cellular anatomical entity,EC:2.4.1,Glycosyltransferases,G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); PTHR48043:SF92 (PANTHER); PTHR48043 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-5,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,467,20.0,0.0,57.62,6.0,P:GO:0008299; P:GO:0046283; F:GO:0005515; F:GO:0008194; F:GO:0046527; C:GO:0110165,P:isoprenoid biosynthetic process; P:anthocyanin-containing compound metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:glucosyltransferase activity; C:cellular anatomical entity,EC:2.4.1,Glycosyltransferases,IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); PTHR48043:SF92 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-6,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,465,20.0,0.0,57.68,6.0,P:GO:0008299; P:GO:0046283; F:GO:0005515; F:GO:0008194; F:GO:0046527; C:GO:0110165,P:isoprenoid biosynthetic process; P:anthocyanin-containing compound metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:glucosyltransferase activity; C:cellular anatomical entity,EC:2.4.1,Glycosyltransferases,G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); PTHR48043 (PANTHER); PTHR48043:SF92 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_61828_SNP_5464180-exonerate_protein2genome-gene-0.1-mRNA-12,RecName: Full=Probable leucine-rich repeat receptor-like protein kinase At1g35710; Flags: Precursor,462,20.0,7.244520000000001e-63,47.08,23.0,P:GO:0006468; P:GO:0006810; P:GO:0008104; P:GO:0009617; P:GO:0009790; P:GO:0010015; P:GO:0010033; P:GO:0010075; P:GO:0022603; P:GO:0030154; P:GO:0044249; P:GO:0048437; P:GO:0048878; P:GO:0050794; P:GO:0051239; P:GO:0051716; P:GO:0071555; P:GO:0098542; F:GO:0004672; F:GO:0005515; F:GO:0038023; C:GO:0016020; C:GO:0071944,P:protein phosphorylation; P:transport; P:protein localization; P:response to bacterium; P:embryo development; P:root morphogenesis; P:response to organic substance; P:regulation of meristem growth; P:regulation of anatomical structure morphogenesis; P:cell differentiation; P:cellular biosynthetic process; P:floral organ development; P:chemical homeostasis; P:regulation of cellular process; P:regulation of multicellular organismal process; P:cellular response to stimulus; P:cell wall organization; P:defense response to other organism; F:protein kinase activity; F:protein binding; F:signaling receptor activity; C:membrane; C:cell periphery,EC:2.7.1,Transferring phosphorus-containing groups,IPR013210 (PFAM); IPR000719 (PFAM); G3DSA:3.30.200.20 (GENE3D); G3DSA:1.10.510.10 (GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); PTHR48052 (PANTHER); PTHR48052:SF5 (PANTHER); PTHR48052 (PANTHER); PTHR48052:SF5 (PANTHER); PTHR48052:SF5 (PANTHER); PTHR48052:SF5 (PANTHER); PTHR48052 (PANTHER); IPR000719 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY); IPR011009 (SUPERFAMILY),P:GO:0006468; F:GO:0004672; F:GO:0005524,P:protein phosphorylation; F:protein kinase activity; F:ATP binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-2,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,459,20.0,1.56199e-180,57.08,6.0,P:GO:0008299; P:GO:0046283; F:GO:0005515; F:GO:0008194; F:GO:0046527; C:GO:0043231,P:isoprenoid biosynthetic process; P:anthocyanin-containing compound metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:glucosyltransferase activity; C:intracellular membrane-bounded organelle,EC:2.4.1,Glycosyltransferases,G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); PTHR48043:SF92 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-3,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,447,20.0,2.37026e-174,56.56,6.0,P:GO:0008299; P:GO:0046283; F:GO:0005515; F:GO:0008194; F:GO:0046527; C:GO:0110165,P:isoprenoid biosynthetic process; P:anthocyanin-containing compound metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:glucosyltransferase activity; C:cellular anatomical entity,EC:2.4.1,Glycosyltransferases,G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043:SF92 (PANTHER); PTHR48043 (PANTHER); PTHR48043 (PANTHER); PTHR48043:SF92 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-7,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,445,20.0,3.2942399999999996e-173,55.26,6.0,P:GO:0008299; P:GO:0046283; F:GO:0005515; F:GO:0008194; F:GO:0016758; C:GO:0110165,P:isoprenoid biosynthetic process; P:anthocyanin-containing compound metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:hexosyltransferase activity; C:cellular anatomical entity,EC:2.4.1,Glycosyltransferases,IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); PTHR48043:SF92 (PANTHER); PTHR48043 (PANTHER); PTHR48043 (PANTHER); PTHR48043:SF92 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-8,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,439,20.0,3.41384e-168,54.64,8.0,P:GO:0008299; P:GO:0009813; P:GO:0010033; P:GO:0046283; F:GO:0005515; F:GO:0008194; F:GO:0046527; C:GO:0110165,P:isoprenoid biosynthetic process; P:flavonoid biosynthetic process; P:response to organic substance; P:anthocyanin-containing compound metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:glucosyltransferase activity; C:cellular anatomical entity,EC:2.4.1,Glycosyltransferases,G3DSA:3.40.50.2000 (GENE3D); IPR002213 (PFAM); G3DSA:3.40.50.2000 (GENE3D); PTHR48043 (PANTHER); PTHR48043:SF92 (PANTHER); PTHR48043:SF92 (PANTHER); PTHR48043 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62359_SNP_273498-exonerate_est2genome-gene-0.0-mRNA-1,RecName: Full=Bifunctional uridylyltransferase/uridylyl-removing enzyme; Short=UTase/UR; AltName: Full=Bifunctional [protein-PII] modification enzyme; AltName: Full=Bifunctional nitrogen sensor protein; Includes: RecName: Full=[Protein-PII] uridylyltransferase; Short=PII uridylyltransferase; Short=UTase; Includes: RecName: Full=[Protein-PII]-UMP uridylyl-removing enzyme; Short=UR,437,20.0,0.0,62.1,9.0,P:GO:0009737; P:GO:0018177; P:GO:0045893; P:GO:0090293; F:GO:0003824; F:GO:0005515; F:GO:0016597; C:GO:0005829; C:GO:0009506,"P:response to abscisic acid; P:protein uridylylation; P:positive regulation of transcription, DNA-templated; P:nitrogen catabolite regulation of transcription; F:catalytic activity; F:protein binding; F:amino acid binding; C:cytosol; C:plasmodesma",,,IPR002912 (PFAM); G3DSA:3.30.70.260 (GENE3D); IPR040217 (PANTHER); PTHR31096:SF77 (PANTHER); IPR002912 (PROSITE_PROFILES); IPR002912 (PROSITE_PROFILES); IPR002912 (PROSITE_PROFILES); cd04925 (CDD); cd04895 (CDD); cd04897 (CDD); IPR045865 (SUPERFAMILY); IPR045865 (SUPERFAMILY); IPR045865 (SUPERFAMILY),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62359_SNP_273498-exonerate_est2genome-gene-0.0-mRNA-2,RecName: Full=Bifunctional uridylyltransferase/uridylyl-removing enzyme; Short=UTase/UR; AltName: Full=Bifunctional [protein-PII] modification enzyme; AltName: Full=Bifunctional nitrogen sensor protein; Includes: RecName: Full=[Protein-PII] uridylyltransferase; Short=PII uridylyltransferase; Short=UTase; Includes: RecName: Full=[Protein-PII]-UMP uridylyl-removing enzyme; Short=UR,437,20.0,0.0,62.1,9.0,P:GO:0009737; P:GO:0018177; P:GO:0045893; P:GO:0090293; F:GO:0003824; F:GO:0005515; F:GO:0016597; C:GO:0005829; C:GO:0009506,"P:response to abscisic acid; P:protein uridylylation; P:positive regulation of transcription, DNA-templated; P:nitrogen catabolite regulation of transcription; F:catalytic activity; F:protein binding; F:amino acid binding; C:cytosol; C:plasmodesma",,,G3DSA:3.30.70.260 (GENE3D); IPR002912 (PFAM); IPR040217 (PANTHER); PTHR31096:SF77 (PANTHER); IPR002912 (PROSITE_PROFILES); IPR002912 (PROSITE_PROFILES); IPR002912 (PROSITE_PROFILES); cd04925 (CDD); cd04895 (CDD); cd04897 (CDD); IPR045865 (SUPERFAMILY); IPR045865 (SUPERFAMILY); IPR045865 (SUPERFAMILY),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62050_SNP_2398634-exonerate_est2genome-gene-0.1-mRNA-1,RecName: Full=CBS domain-containing protein CBSCBSPB5,422,9.0,0.0,63.14,1.0,C:GO:0016021,C:integral component of membrane,,,IPR000270 (SMART); IPR000644 (SMART); IPR000270 (PFAM); IPR046342 (G3DSA:3.10.580.GENE3D); G3DSA:3.10.20.90 (GENE3D); IPR000644 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR13780 (PANTHER); IPR034896 (PTHR13780:PANTHER); IPR000644 (PROSITE_PROFILES); IPR000644 (PROSITE_PROFILES); IPR000270 (PROSITE_PROFILES); IPR000644 (PROSITE_PROFILES); cd06409 (CDD); cd17782 (CDD); SSF54277 (SUPERFAMILY); IPR046342 (SUPERFAMILY); IPR046342 (SUPERFAMILY),F:GO:0005515,F:protein binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_59695_SNP_80628-exonerate_protein2genome-gene-0.0-mRNA-1,RecName: Full=UDP-glycosyltransferase 79B30; AltName: Full=Flavonol 3-O-glucoside/galactoside (1-,410,20.0,3.14711e-149,49.95,5.0,P:GO:0009812; F:GO:0005515; F:GO:0008194; F:GO:0016758; C:GO:0110165,P:flavonoid metabolic process; F:protein binding; F:UDP-glycosyltransferase activity; F:hexosyltransferase activity; C:cellular anatomical entity,EC:2.4.1,Glycosyltransferases,G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); G3DSA:3.40.50.2000 (GENE3D); PTHR48049 (PANTHER); PTHR48049:SF8 (PANTHER); PTHR48049 (PANTHER); IPR002213 (CDD); SSF53756 (SUPERFAMILY),F:GO:0008194,F:UDP-glycosyltransferase activity
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62189_SNP_1927409-exonerate_est2genome-gene-0.0-mRNA-3,RecName: Full=ATP-binding cassette sub-family D member 1; AltName: Full=Adrenoleukodystrophy protein; Short=ALDP,406,20.0,0.0,65.52,52.0,P:GO:0006699; P:GO:0007031; P:GO:0009235; P:GO:0009410; P:GO:0009617; P:GO:0014003; P:GO:0014070; P:GO:0015721; P:GO:0015889; P:GO:0015910; P:GO:0015916; P:GO:0030301; P:GO:0030325; P:GO:0030497; P:GO:0031288; P:GO:0031643; P:GO:0032000; P:GO:0036109; P:GO:0036113; P:GO:0036269; P:GO:0042758; P:GO:0042760; P:GO:0043217; P:GO:0051900; P:GO:0055089; P:GO:0055092; P:GO:0061744; P:GO:1900016; P:GO:1900407; P:GO:1903427; P:GO:1990535; P:GO:1990830; P:GO:2001280; F:GO:0005324; F:GO:0005524; F:GO:0015420; F:GO:0015607; F:GO:0016887; F:GO:0019899; F:GO:0042803; F:GO:0043531; F:GO:0043621; F:GO:0046982; F:GO:0047617; C:GO:0005765; C:GO:0005779; C:GO:0005789; C:GO:0005829; C:GO:0031966; C:GO:0043190; C:GO:0046861; C:GO:0048471,P:bile acid biosynthetic process; P:peroxisome organization; P:cobalamin metabolic process; P:response to xenobiotic stimulus; P:response to bacterium; P:oligodendrocyte development; P:response to organic cyclic compound; P:bile acid and bile salt transport; P:cobalamin transport; P:long-chain fatty acid import into peroxisome; P:fatty-acyl-CoA transport; P:cholesterol transport; P:adrenal gland development; P:fatty acid elongation; P:sorocarp morphogenesis; P:positive regulation of myelination; P:positive regulation of fatty acid beta-oxidation; P:alpha-linolenic acid metabolic process; P:very long-chain fatty-acyl-CoA catabolic process; P:swimming behavior; P:long-chain fatty acid catabolic process; P:very long-chain fatty acid catabolic process; P:myelin maintenance; P:regulation of mitochondrial depolarization; P:fatty acid homeostasis; P:sterol homeostasis; P:motor behavior; P:negative regulation of cytokine production involved in inflammatory response; P:regulation of cellular response to oxidative stress; P:negative regulation of reactive oxygen species biosynthetic process; P:neuron projection maintenance; P:cellular response to leukemia inhibitory factor; P:positive regulation of unsaturated fatty acid biosynthetic process; F:long-chain fatty acid transporter activity; F:ATP binding; F:ABC-type vitamin B12 transporter activity; F:ABC-type fatty-acyl-CoA transporter activity; F:ATP hydrolysis activity; F:enzyme binding; F:protein homodimerization activity; F:ADP binding; F:protein self-association; F:protein heterodimerization activity; F:acyl-CoA hydrolase activity; C:lysosomal membrane; C:integral component of peroxisomal membrane; C:endoplasmic reticulum membrane; C:cytosol; C:mitochondrial membrane; C:ATP-binding cassette (ABC) transporter complex; C:glyoxysomal membrane; C:perinuclear region of cytoplasm,EC:7.6.2.4; EC:3.6.1; EC:3.1.2.20; EC:7.6.2.8,ABC-type fatty-acyl-CoA transporter; Acting on acid anhydrides; Acyl-CoA hydrolase; ABC-type vitamin B12 transporter,IPR003593 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR011527 (PFAM); IPR003439 (PFAM); PTHR11384 (PANTHER); PTHR11384:SF56 (PANTHER); PTHR11384:SF56 (PANTHER); PTHR11384 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03223 (CDD); IPR027417 (SUPERFAMILY),P:GO:0055085; F:GO:0005524; F:GO:0140359; C:GO:0016021,P:transmembrane transport; F:ATP binding; F:ABC-type transporter activity; C:integral component of membrane
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_63323_SNP_2650799-exonerate_protein2genome-gene-0.0-mRNA-8,"RecName: Full=Putative calcium-transporting ATPase 13, plasma membrane-type; AltName: Full=Ca(2+)-ATPase isoform 13",401,20.0,0.0,72.22,34.0,P:GO:0006357; P:GO:0006874; P:GO:0009409; P:GO:0009414; P:GO:0009555; P:GO:0016525; P:GO:0042742; P:GO:0043069; P:GO:0043537; P:GO:0045019; P:GO:0055081; P:GO:0098703; P:GO:0098736; P:GO:1900082; P:GO:1901660; P:GO:1902305; P:GO:1902806; P:GO:1903078; P:GO:1903249; F:GO:0005262; F:GO:0005388; F:GO:0005516; F:GO:0005524; F:GO:0016887; F:GO:0030346; F:GO:0046872; C:GO:0000325; C:GO:0005794; C:GO:0005887; C:GO:0009706; C:GO:0030018; C:GO:0030315; C:GO:0045121; C:GO:0071627,P:regulation of transcription by RNA polymerase II; P:cellular calcium ion homeostasis; P:response to cold; P:response to water deprivation; P:pollen development; P:negative regulation of angiogenesis; P:defense response to bacterium; P:negative regulation of programmed cell death; P:negative regulation of blood vessel endothelial cell migration; P:negative regulation of nitric oxide biosynthetic process; P:anion homeostasis; P:calcium ion import across plasma membrane; P:negative regulation of the force of heart contraction; P:negative regulation of arginine catabolic process; P:calcium ion export; P:regulation of sodium ion transmembrane transport; P:regulation of cell cycle G1/S phase transition; P:positive regulation of protein localization to plasma membrane; P:negative regulation of citrulline biosynthetic process; F:calcium channel activity; F:P-type calcium transporter activity; F:calmodulin binding; F:ATP binding; F:ATP hydrolysis activity; F:protein phosphatase 2B binding; F:metal ion binding; C:plant-type vacuole; C:Golgi apparatus; C:integral component of plasma membrane; C:chloroplast inner membrane; C:Z disc; C:T-tubule; C:membrane raft; C:integral component of fungal-type vacuolar membrane,EC:3.6.1; EC:7.2.2.10,Acting on acid anhydrides; P-type Ca(2+) transporter,IPR001757 (PRINTS); PR00119 (PRINTS); PF00702 (PFAM); G3DSA:1.20.1110.10 (GENE3D); IPR006068 (PFAM); IPR023299 (G3DSA:3.40.1110.GENE3D); IPR001757 (TIGRFAM); PTHR24093:SF471 (PANTHER); PTHR24093 (PANTHER); IPR036412 (SUPERFAMILY); IPR023299 (SUPERFAMILY); IPR023298 (SUPERFAMILY),F:GO:0000166; F:GO:0005215; F:GO:0005524; F:GO:0016887; C:GO:0016021,F:nucleotide binding; F:transporter activity; F:ATP binding; F:ATP hydrolysis activity; C:integral component of membrane
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_63552_SNP_4859480-exonerate_protein2genome-gene-0.0-mRNA-2,RecName: Full=Phenylalanine ammonia-lyase,396,20.0,0.0,94.23,14.0,P:GO:0006559; P:GO:0006952; P:GO:0006979; P:GO:0009555; P:GO:0009800; P:GO:0009819; P:GO:0010224; P:GO:0046244; P:GO:0046274; F:GO:0005515; F:GO:0016597; F:GO:0045548; C:GO:0005737; C:GO:0032991,P:L-phenylalanine catabolic process; P:defense response; P:response to oxidative stress; P:pollen development; P:cinnamic acid biosynthetic process; P:drought recovery; P:response to UV-B; P:salicylic acid catabolic process; P:lignin catabolic process; F:protein binding; F:amino acid binding; F:phenylalanine ammonia-lyase activity; C:cytoplasm; C:protein-containing complex,EC:4.3.1.24; EC:4.3.1.25,Phenylalanine ammonia-lyase; Phenylalanine/tyrosine ammonia-lyase,IPR023144 (G3DSA:1.10.274.GENE3D); G3DSA:1.20.200.10 (GENE3D); IPR005922 (TIGRFAM); IPR001106 (PFAM); PTHR10362:SF54 (PANTHER); IPR001106 (PANTHER); IPR008948 (SUPERFAMILY),P:GO:0006559; F:GO:0003824; F:GO:0016841; C:GO:0005737,P:L-phenylalanine catabolic process; F:catalytic activity; F:ammonia-lyase activity; C:cytoplasm
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_9666_SNP_5105659-exonerate_est2genome-gene-0.2-mRNA-1,RecName: Full=Zinc transporter 3; Short=ZnT-3; AltName: Full=Solute carrier family 30 member 3,393,20.0,4.92073e-123,56.11,23.0,P:GO:0009636; P:GO:0010817; P:GO:0034097; P:GO:0042742; P:GO:0046903; P:GO:0048522; P:GO:0051050; P:GO:0061088; P:GO:0071577; F:GO:0005385; F:GO:0005515; F:GO:0046872; C:GO:0000325; C:GO:0000331; C:GO:0005770; C:GO:0005774; C:GO:0005789; C:GO:0005886; C:GO:0016021; C:GO:0030141; C:GO:0030672; C:GO:0043005; C:GO:0140220,P:response to toxic substance; P:regulation of hormone levels; P:response to cytokine; P:defense response to bacterium; P:secretion; P:positive regulation of cellular process; P:positive regulation of transport; P:regulation of sequestering of zinc ion; P:zinc ion transmembrane transport; F:zinc ion transmembrane transporter activity; F:protein binding; F:metal ion binding; C:plant-type vacuole; C:contractile vacuole; C:late endosome; C:vacuolar membrane; C:endoplasmic reticulum membrane; C:plasma membrane; C:integral component of membrane; C:secretory granule; C:synaptic vesicle membrane; C:neuron projection; C:pathogen-containing vacuole,EC:7,Translocases,IPR002524 (PFAM); IPR002524 (TIGRFAM); IPR027469 (G3DSA:1.20.1510.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR11562 (PANTHER); PTHR11562:SF54 (PANTHER); IPR036837 (SUPERFAMILY); IPR027469 (SUPERFAMILY),P:GO:0006812; P:GO:0055085; F:GO:0008324; C:GO:0016021,P:cation transport; P:transmembrane transport; F:cation transmembrane transporter activity; C:integral component of membrane
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_59870_SNP_2152335-exonerate_est2genome-gene-0.0-mRNA-1,---NA---,391,,,,,,,,,IPR003107 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR26312:SF78 (PANTHER); PTHR26312 (PANTHER); IPR011990 (SUPERFAMILY),P:GO:0006396; F:GO:0005515,P:RNA processing; F:protein binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_63552_SNP_4859480-exonerate_protein2genome-gene-0.0-mRNA-1,RecName: Full=Phenylalanine ammonia-lyase,389,20.0,0.0,92.46,9.0,P:GO:0006559; P:GO:0006979; P:GO:0007623; P:GO:0009800; F:GO:0005515; F:GO:0016597; F:GO:0045548; C:GO:0005737; C:GO:0032991,P:L-phenylalanine catabolic process; P:response to oxidative stress; P:circadian rhythm; P:cinnamic acid biosynthetic process; F:protein binding; F:amino acid binding; F:phenylalanine ammonia-lyase activity; C:cytoplasm; C:protein-containing complex,EC:4.3.1.24; EC:4.3.1.25,Phenylalanine ammonia-lyase; Phenylalanine/tyrosine ammonia-lyase,IPR001106 (PFAM); IPR023144 (G3DSA:1.10.274.GENE3D); G3DSA:1.20.200.10 (GENE3D); IPR005922 (TIGRFAM); PTHR10362:SF54 (PANTHER); IPR001106 (PANTHER); IPR008948 (SUPERFAMILY),P:GO:0006559; F:GO:0003824; F:GO:0016841; C:GO:0005737,P:L-phenylalanine catabolic process; F:catalytic activity; F:ammonia-lyase activity; C:cytoplasm
