	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-6	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	514	20	0.0	62.02	15	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:chloroplast	EC:3.1	Acting on ester bonds	IPR002885 (TIGRFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR002885 (PFAM); IPR032867 (PFAM); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17618_SNP_8223181-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=Cellulose synthase A catalytic subunit 9 [UDP-forming]; AltName: Full=OsCesA9	511	20	0.0	52.86	7	P:GO:0009833; P:GO:0030244; P:GO:0071555; F:GO:0016760; F:GO:0051753; C:GO:0005794; C:GO:0005886	P:plant-type primary cell wall biogenesis; P:cellulose biosynthetic process; P:cell wall organization; F:cellulose synthase (UDP-forming) activity; F:mannan synthase activity; C:Golgi apparatus; C:plasma membrane	EC:2.4.1	Glycosyltransferases	IPR029044 (G3DSA:3.90.550.GENE3D); IPR005150 (PFAM); PTHR13301 (PANTHER); PTHR13301:SF89 (PANTHER); IPR029044 (SUPERFAMILY)	P:GO:0030244; F:GO:0016760; C:GO:0016020	P:cellulose biosynthetic process; F:cellulose synthase (UDP-forming) activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-7	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	503	20	0.0	63.93	15	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:chloroplast	EC:3.1	Acting on ester bonds	IPR002885 (PFAM); IPR002885 (TIGRFAM); IPR002885 (PFAM); IPR032867 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926:SF19 (PANTHER); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); PTHR47926 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-2	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	502	20	0.0	62.12	14	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0005515; F:GO:0008270; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:protein binding; F:zinc ion binding; C:chloroplast			IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (TIGRFAM); IPR002885 (PFAM); IPR032867 (PFAM); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926:SF19 (PANTHER); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); PTHR47926 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-3	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	491	20	0.0	62.37	16	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR002885 (TIGRFAM); IPR032867 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-8	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	483	20	0.0	64.17	16	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR032867 (PFAM); IPR002885 (PFAM); IPR002885 (TIGRFAM); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17618_SNP_8223181-exonerate_est2genome-gene-0.0-mRNA-2	RecName: Full=Cellulose synthase A catalytic subunit 9 [UDP-forming]; AltName: Full=OsCesA9	470	20	0.0	53.14	7	P:GO:0009833; P:GO:0030244; P:GO:0071555; F:GO:0016760; F:GO:0051753; C:GO:0005794; C:GO:0005886	P:plant-type primary cell wall biogenesis; P:cellulose biosynthetic process; P:cell wall organization; F:cellulose synthase (UDP-forming) activity; F:mannan synthase activity; C:Golgi apparatus; C:plasma membrane	EC:2.4.1	Glycosyltransferases	IPR029044 (G3DSA:3.90.550.GENE3D); IPR005150 (PFAM); PTHR13301:SF89 (PANTHER); PTHR13301 (PANTHER); IPR029044 (SUPERFAMILY)	P:GO:0030244; F:GO:0016760; C:GO:0016020	P:cellulose biosynthetic process; F:cellulose synthase (UDP-forming) activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-9	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	444	20	0.0	66.24	17	P:GO:0000963; P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:mitochondrial RNA processing; P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR002885 (TIGRFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR002885 (PFAM); IPR032867 (PFAM); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_3710393-exonerate_protein2genome-gene-0.0-mRNA-1	RecName: Full=ATP-dependent zinc metalloprotease FtsH	438	20	0.0	77.01	14	P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0016887; F:GO:0046872; C:GO:0005886; C:GO:0009523; C:GO:0009535; C:GO:0016021; C:GO:0031969	P:proteolysis; P:cell cycle; P:photosystem II repair; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:ATP hydrolysis activity; F:metal ion binding; C:plasma membrane; C:photosystem II; C:chloroplast thylakoid membrane; C:integral component of membrane; C:chloroplast membrane	EC:3.4.24; EC:3.6.1	Acting on peptide bonds (peptidases); Acting on acid anhydrides	IPR003593 (SMART); IPR003959 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); G3DSA:3.30.720.210 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23076 (PANTHER); PTHR23076:SF113 (PANTHER); cd00009 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887	F:ATP binding; F:ATP hydrolysis activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-10	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	435	20	0.0	64.72	17	P:GO:0000963; P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:mitochondrial RNA processing; P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR002885 (TIGRFAM); IPR032867 (PFAM); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_3710393-exonerate_protein2genome-gene-0.0-mRNA-2	RecName: Full=ATP-dependent zinc metalloprotease FtsH	432	20	0.0	76.74	14	P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0016887; F:GO:0046872; C:GO:0005886; C:GO:0009523; C:GO:0009535; C:GO:0016021; C:GO:0031969	P:proteolysis; P:cell cycle; P:photosystem II repair; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:ATP hydrolysis activity; F:metal ion binding; C:plasma membrane; C:photosystem II; C:chloroplast thylakoid membrane; C:integral component of membrane; C:chloroplast membrane	EC:3.4.24; EC:3.6.1	Acting on peptide bonds (peptidases); Acting on acid anhydrides			
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-11	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	430	20	0.0	66.26	17	P:GO:0000963; P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:mitochondrial RNA processing; P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR032867 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (TIGRFAM); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-12	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	402	20	0.0	67.05	17	P:GO:0000963; P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:mitochondrial RNA processing; P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR032867 (PFAM); IPR002885 (TIGRFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-13	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	382	20	0.0	66.47	15	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR032867 (PFAM); IPR002885 (TIGRFAM); IPR002885 (PFAM); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, NO-BLAST]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.0-mRNA-1	---NA---	372									IPR025315 (PFAM); PTHR31325:SF211 (PANTHER); PTHR31325 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.0-mRNA-3	RecName: Full=ABSCISIC ACID-INSENSITIVE 5-like protein 5; AltName: Full=ABA-responsive element-binding protein 1; AltName: Full=Abscisic acid responsive elements-binding factor 2; Short=ABRE-binding factor 2; AltName: Full=bZIP transcription factor 36; Short=AtbZIP36	371	13	1.35454E-82	62.59	14	P:GO:0009409; P:GO:0009414; P:GO:0009651; P:GO:0009739; P:GO:0009789; P:GO:0010152; P:GO:0010182; P:GO:0010187; P:GO:0045893; P:GO:0048316; F:GO:0000976; F:GO:0003700; F:GO:0042803; C:GO:0005634	P:response to cold; P:response to water deprivation; P:response to salt stress; P:response to gibberellin; P:positive regulation of abscisic acid-activated signaling pathway; P:pollen maturation; P:sugar mediated signaling pathway; P:negative regulation of seed germination; P:positive regulation of transcription, DNA-templated; P:seed development; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:protein homodimerization activity; C:nucleus			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR043452 (PANTHER); PTHR22952:SF445 (PANTHER)	P:GO:0045893; F:GO:0003700	P:positive regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-14	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	360	20	2.85204E-180	68.57	15	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0016554; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:cytidine to uridine editing; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:chloroplast	EC:3.1	Acting on ester bonds	IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (TIGRFAM); IPR002885 (PFAM); IPR002885 (PFAM); IPR032867 (PFAM); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.0-mRNA-4	RecName: Full=ABSCISIC ACID-INSENSITIVE 5-like protein 5; AltName: Full=ABA-responsive element-binding protein 1; AltName: Full=Abscisic acid responsive elements-binding factor 2; Short=ABRE-binding factor 2; AltName: Full=bZIP transcription factor 36; Short=AtbZIP36	319	13	1.14153E-69	60.1	12	P:GO:0009414; P:GO:0009651; P:GO:0009739; P:GO:0009789; P:GO:0010182; P:GO:0010187; P:GO:0045893; P:GO:0048316; F:GO:0000976; F:GO:0003700; F:GO:0005515; C:GO:0005634	P:response to water deprivation; P:response to salt stress; P:response to gibberellin; P:positive regulation of abscisic acid-activated signaling pathway; P:sugar mediated signaling pathway; P:negative regulation of seed germination; P:positive regulation of transcription, DNA-templated; P:seed development; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:protein binding; C:nucleus			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22952:SF436 (PANTHER); IPR043452 (PANTHER)	P:GO:0045893; F:GO:0003700	P:positive regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_5277_SNP_211152-exonerate_protein2genome-gene-0.0-mRNA-1	RecName: Full=G-box-binding factor 1; Short=AtGBF1; AltName: Full=bZIP transcription factor 41; Short=AtbZIP41	305	20	1.65411E-73	59.07	15	P:GO:0006986; P:GO:0007165; P:GO:0009637; P:GO:0019760; P:GO:0034976; P:GO:0045944; P:GO:0048519; P:GO:0071310; F:GO:0000978; F:GO:0000981; F:GO:0042803; F:GO:0046982; C:GO:0005634; C:GO:0005789; C:GO:0032991	P:response to unfolded protein; P:signal transduction; P:response to blue light; P:glucosinolate metabolic process; P:response to endoplasmic reticulum stress; P:positive regulation of transcription by RNA polymerase II; P:negative regulation of biological process; P:cellular response to organic substance; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:protein homodimerization activity; F:protein heterodimerization activity; C:nucleus; C:endoplasmic reticulum membrane; C:protein-containing complex			IPR004827 (SMART); G3DSA:1.20.5.170 (GENE3D); IPR004827 (PFAM); IPR012900 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR45967:SF20 (PANTHER); IPR044827 (PANTHER); IPR004827 (PROSITE_PROFILES); IPR045314 (CDD); IPR046347 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700; F:GO:0043565	P:regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17618_SNP_8223181-exonerate_est2genome-gene-0.0-mRNA-3	RecName: Full=Cellulose synthase A catalytic subunit 9 [UDP-forming]; AltName: Full=OsCesA9	305	20	2.22454E-120	54.23	7	P:GO:0009833; P:GO:0030244; P:GO:0071555; F:GO:0016760; F:GO:0051753; C:GO:0005794; C:GO:0005886	P:plant-type primary cell wall biogenesis; P:cellulose biosynthetic process; P:cell wall organization; F:cellulose synthase (UDP-forming) activity; F:mannan synthase activity; C:Golgi apparatus; C:plasma membrane	EC:2.4.1	Glycosyltransferases	IPR005150 (PFAM); IPR029044 (G3DSA:3.90.550.GENE3D); PTHR13301:SF89 (PANTHER); PTHR13301 (PANTHER); IPR029044 (SUPERFAMILY)	P:GO:0030244; F:GO:0016760; C:GO:0016020	P:cellulose biosynthetic process; F:cellulose synthase (UDP-forming) activity; C:membrane
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.1-mRNA-15	RecName: Full=Pentatricopeptide repeat-containing protein At1g20230	304	20	1.88759E-148	68.68	15	P:GO:0010087; P:GO:0010214; P:GO:0010305; P:GO:0010588; P:GO:0031425; P:GO:0031426; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507	P:phloem or xylem histogenesis; P:seed coat development; P:leaf vascular tissue pattern formation; P:cotyledon vascular tissue pattern formation; P:chloroplast RNA processing; P:polycistronic mRNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast	EC:3.1	Acting on ester bonds	IPR032867 (PFAM); IPR002885 (PFAM); IPR002885 (TIGRFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); PTHR47926:SF19 (PANTHER); PTHR47926 (PANTHER); IPR002885 (PROSITE_PROFILES)	F:GO:0005515; F:GO:0008270	F:protein binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.0-mRNA-2	RecName: Full=ABSCISIC ACID-INSENSITIVE 5-like protein 5; AltName: Full=ABA-responsive element-binding protein 1; AltName: Full=Abscisic acid responsive elements-binding factor 2; Short=ABRE-binding factor 2; AltName: Full=bZIP transcription factor 36; Short=AtbZIP36	291	13	1.55599E-66	60.09	12	P:GO:0009414; P:GO:0009651; P:GO:0009739; P:GO:0009789; P:GO:0010182; P:GO:0010187; P:GO:0045893; P:GO:0048316; F:GO:0000976; F:GO:0003700; F:GO:0005515; C:GO:0005634	P:response to water deprivation; P:response to salt stress; P:response to gibberellin; P:positive regulation of abscisic acid-activated signaling pathway; P:sugar mediated signaling pathway; P:negative regulation of seed germination; P:positive regulation of transcription, DNA-templated; P:seed development; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:protein binding; C:nucleus			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR043452 (PANTHER); PTHR22952:SF445 (PANTHER)	P:GO:0045893; F:GO:0003700	P:positive regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity
